AGNO;DEN_ID;DEN_CANAL;DEN_ESTADO;DEN_FEC_CREACION;DEN_MES_CREACION;DEN_TRIMESTRE_CREACION;DEN_FEC_TERMINO_DENUNCIA;DEN_OFICINA;DEN_DEPARTAMENTO;DEN_AMBITO;DEN_TEMA;DEN_SUBTEMA;DEN_MRUN;DEN_AFECTADO;DEN_SEXO;DEN_TIPO;AFEC_MRUN;RBD;EE_NOMBRE;EE_COD_REGION;EE_COD_PROVINCIA;EE_COD_COMUNA;EE_NOM_COMUNA;EE_COD_DEPE;EE_DEPE_AGRUP;AFEC_COD_ENSE2;DEN_REGION
2014;CAS-18468-T6Z1T6;2;1;20140610;6;2;20140630;0;1;CONVIVENCIA;MALTRATO A MIEMBROS ADULTOS DE LA COMUNIDAD EDUCATIVA;MALTRATO DE PADRE, MADRE Y/O APODERADO (A) HACIA PERSONAL DEL ESTABLECIMIENTO (DOCENTES, EDUCADORES, OTRO);21367385;1;2;DIRECTOR(A);21367385;26499;COLEGIO INTECTUR;13;131;13101;SANTIAGO;3;3;7;13
2014;CAS-18469-F1N4D4;1;1;20140610;6;2;20140715;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);1981214;0;2;APODERADO/A;22386096;4576;ESCUELA BELGICA;8;81;8103;CHIGUAYANTE;2;1;2;8
2014;CAS-18480-S7F9L1;1;1;20140610;6;2;20140624;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);6819990;0;2; ;13264297; ;OTRO; ; ; ; ;99;9;4;5
2014;CAS-18485-R8V3M2;2;1;20140610;6;2;20140625;0;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;19957404;0;2;ESTUDIANTE;17448741;24977;COLEGIO MAYOR TOBALABA;13;132;13201;PUENTE ALTO;4;4;2;13
2014;CAS-18486-P9G2H6;2;1;20140610;6;2;20140612;0;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;24179039;0;2;ESTUDIANTE;15195426;8931;ESCUELA BASICA EL VERGEL;13;131;13123;PROVIDENCIA;1;1;2;13
2014;CAS-18487-H0G8B5;2;1;20140610;6;2;20140612;0;1;CONVIVENCIA;MALTRATO A MIEMBROS ADULTOS DE LA COMUNIDAD EDUCATIVA;MALTRATO DE ESTUDIANTE HACIA PERSONAL DEL ESTABLECIMIENTO (DOCENTES, EDUCADORES, OTRO);11279919;1;2;DOCENTE;11279919;26075;ESCUELA BAS. SAN JOSE DE PENALOLEN;13;131;13122;PEÑALOLÉN;3;3;2;13
2014;CAS-18488-F7Z5M1;2;1;20140610;6;2;20140623;8;2;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;FALTA O DEFICIENCIAS EN LA INFRAESTRUCTURA DEL ESTABLECIMIENTO;22852517;1;1;APODERADO/A;22852517;17690;COLEGIO BEATO DAMIÁN DE MOLOKAI;8;83;8301;LOS ANGELES;3;3;2;8
2014;CAS-18491-B7B1W1;2;1;20140610;6;2;20140708;13;1;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;FALTA O DEFICIENCIAS EN LA INFRAESTRUCTURA DEL ESTABLECIMIENTO;9046027;1;2;APODERADO/A;9046027;10005;ESCUELA BASICA MUNICIPAL GRENOBLE;13;131;13126;QUINTA NORMAL;1;1;2;13
2014;CAS-18498-P7T1F6;2;1;20140610;6;2;20140731;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);12745335;1;2;APODERADO/A;12745335;1217;LICEO SANTA CLARA;5;53;5301;LOS ANDES;3;3;2;5
2014;CAS-18499-B9F5F0;2;1;20140610;6;2;20140611;8;1;CONVIVENCIA;RETENCIÓN DE DOCUMENTOS;RETENCIÓN DE DOCUMENTOS POR OTRAS CAUSALES;24235631;1;2;ESTUDIANTE;24235631;4977;LICEO COMERCIAL ANDRES BELLO LOPEZ;8;81;8102;CORONEL;2;1;7;8
2014;CAS-18500-Y2T3P4;2;1;20140610;6;2;20150702;13;3;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL DE ADULTO A PÁRVULOS Y/O ESTUDIANTES;23633642;0;2;ESTUDIANTE;24581495;26359;ESCUELA ESPECIAL GABRIELA RUBIO;13;131;13109;LA CISTERNA;3;3;4;13
2014;CAS-18501-D2L7M8;2;1;20140610;6;2;20140813;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;19182707;0;1;ESTUDIANTE;12046375;25850;COLEGIO DEL VALLE;13;131;13119;MAIPÚ;3;3;2;13
2014;CAS-18505-L5R0B3;1;1;20140611;6;2;20140811;7;3;GESTIÓN DE RECURSOS FINANCIEROS;COBROS EN ESTABLECIMIENTOS SUBVENCIONADOS O QUE RECIBEN APORTES DEL ESTADO;IRREGULARIDADES EN EL COBRO DE MENSUALIDADES Y/O COLEGIATURA;16680758;0;2; ;20033255;16583;ESCUELA DE ADMINISTRACION Y COMERCIO;7;73;7301;CURICÓ;3;3;7;7
2014;CAS-18506-K0Z1C5;1;1;20140611;6;2;20140811;7;3;GESTIÓN DE RECURSOS FINANCIEROS;COBROS EN ESTABLECIMIENTOS SUBVENCIONADOS O QUE RECIBEN APORTES DEL ESTADO;IRREGULARIDADES EN EL COBRO DE MENSUALIDADES Y/O COLEGIATURA;14623560;0;2; ;11660887;16583;ESCUELA DE ADMINISTRACION Y COMERCIO;7;73;7301;CURICÓ;3;3;7;7
2014;CAS-18507-M1M7D1;1;1;20140611;6;2;20140707;7;2;GESTIÓN DE RECURSOS FINANCIEROS;COBROS EN ESTABLECIMIENTOS SUBVENCIONADOS O QUE RECIBEN APORTES DEL ESTADO;IRREGULARIDADES EN EL COBRO DE MENSUALIDADES Y/O COLEGIATURA;12910328;0;2; ;3910048;16583;ESCUELA DE ADMINISTRACION Y COMERCIO;7;73;7301;CURICÓ;3;3;7;7
2014;CAS-18508-Z2D9B8;1;1;20140611;6;2;20140804;3;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);11493354;0;2; ;23841876;406;ESCUELA VICENTE SEPULVEDA ROJO;3;31;3101;COPIAPÓ;2;1;2;3
2014;CAS-18509-M2S0G6;1;1;20140611;6;2;20140707;7;2;GESTIÓN DE RECURSOS FINANCIEROS;COBROS EN ESTABLECIMIENTOS SUBVENCIONADOS O QUE RECIBEN APORTES DEL ESTADO;IRREGULARIDADES EN EL COBRO DE MENSUALIDADES Y/O COLEGIATURA;8958935;0;2; ;15174863;16583;ESCUELA DE ADMINISTRACION Y COMERCIO;7;73;7301;CURICÓ;3;3;7;7
2014;CAS-18510-T8K6R4;1;1;20140611;6;2;20140811;7;3;GESTIÓN DE RECURSOS FINANCIEROS;COBROS EN ESTABLECIMIENTOS SUBVENCIONADOS O QUE RECIBEN APORTES DEL ESTADO;IRREGULARIDADES EN EL COBRO DE MENSUALIDADES Y/O COLEGIATURA;18443405;0;2; ;867916;16583;ESCUELA DE ADMINISTRACION Y COMERCIO;7;73;7301;CURICÓ;3;3;7;7
2014;CAS-18511-L6N9Y2;2;1;20140611;6;2;20140627;5;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NECESIDADES EDUCATIVAS ESPECIALES PERMANENTES Y/O TRANSITORIAS (TDA, DISCAPACIDAD FÍSICA Y/O INTELECTUAL, U OTRAS);7058178;0;2;ESTUDIANTE;23954514;40014;COLEGIO ANTU-LEMU;5;58;5801;QUILPUÉ;3;3;2;5
2014;CAS-18513-M4G8X2;1;1;20140611;6;2;20140707;7;2;GESTIÓN DE RECURSOS FINANCIEROS;COBROS EN ESTABLECIMIENTOS SUBVENCIONADOS O QUE RECIBEN APORTES DEL ESTADO;IRREGULARIDADES EN EL COBRO DE MENSUALIDADES Y/O COLEGIATURA;18768840;0;2; ;8082210;16583;ESCUELA DE ADMINISTRACION Y COMERCIO;7;73;7301;CURICÓ;3;3;7;7
2014;CAS-18514-V1D0R3;1;1;20140611;6;2;20140811;7;3;GESTIÓN DE RECURSOS FINANCIEROS;COBROS EN ESTABLECIMIENTOS SUBVENCIONADOS O QUE RECIBEN APORTES DEL ESTADO;IRREGULARIDADES EN EL COBRO DE MENSUALIDADES Y/O COLEGIATURA;14312592;0;2; ;4496239;16583;ESCUELA DE ADMINISTRACION Y COMERCIO;7;73;7301;CURICÓ;3;3;7;7
2014;CAS-18515-G4D3X8;1;1;20140611;6;2;20140619;6;2;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;13038036;0;2;PADRE/MADRE/TUTOR;17643109;2104;LICEO COMERCIAL DIEGO PORTALES;6;61;6101;RANCAGUA;1;1;7;6
2014;CAS-18517-H7J4D4;2;1;20140611;6;2;20140724;5;1;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO;7058178;1;2;APODERADO/A;7058178;40014;COLEGIO ANTU-LEMU;5;58;5801;QUILPUÉ;3;3;2;5
2014;CAS-18520-W5H4L8;1;1;20140611;6;2;20140617;1;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;20211448;0;2;PADRE/MADRE/TUTOR;9848234;134;LICEO ATENEA;1;11;1101;IQUIQUE;3;3;5;1
2014;CAS-18522-D6W1M5;1;1;20140611;6;2;20140630;9;1;MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA;MOBILIARIO, EQUIPAMIENTO, ELEMENTOS DE ENSEÑANZA Y MATERIAL DIDÁCTICO;MOBILIARIO Y EQUIPAMIENTO INSUFICIENTES, INADECUADOS, INSEGUROS Y/O INSALUBRES (EJ. MESAS, SILLAS, SISTEMA DE CALEFACCIÓN, JUEGOS DE PATIO, OTROS);22044443;0;2;PADRE/MADRE/TUTOR;14750746;20016;COLEGIO DE APLICACION;9;91;9101;TEMUCO;3;3;5;9
2014;CAS-18523-F1B3S2;1;1;20140611;6;2;20140623;6;2;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO PERMITIR EL INGRESO O PERMANENCIA EN EL ESTABLECIMIENTO DE PÁRVULOS Y/O ESTUDIANTES;11906109;1;2;ESTUDIANTE;11906109;15746;MONTE CASTELLO;6;61;6101;RANCAGUA;3;3;5;6
2014;CAS-18526-W2T3V9;1;1;20140611;6;2;20140811;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);14997870;0;2;APODERADO/A;18191886;1756;COLEGIO CLAUDIO MATTE;5;51;5109;VIÑA DEL MAR;3;3;2;5
2014;CAS-18532-T6Y8R9;1;1;20140611;6;2;20140617;6;2;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);15432191;1;2;PADRE/MADRE/TUTOR;15432191;15646;INSTITUTO SANTA TERESA DE LOS ANDES;6;61;6106;GRANEROS;3;3;5;6
2014;CAS-18534-Y5L2J1;1;1;20140611;6;2;20140715;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);20669853;0;2; ;6303302;10435;ESCUELA BASICA G-N°345 RUNGUE;13;133;13303;TILTIL;1;1;2;13
2014;CAS-18535-R1T6B0;1;1;20140611;6;2;20140627;2;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;17426882;0;2; ;23519001;253;COLEGIO ADVENTISTA DE CALAMA;2;22;2201;CALAMA;3;3;5;2
2014;CAS-18538-K9G9T9;1;1;20140611;6;2;20140619;13;2;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;4164204;0;1;APODERADO/A;14537174;25739;COLEGIO NTRA. SRA. DEL CARMEN DE MAIPU;13;131;13119;MAIPÚ;3;3;5;13
2014;CAS-18539-X2H2Q5;2;1;20140611;6;2;20140625;0;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;7634132;1;1;PADRE/MADRE/TUTOR;7634132;26053;COLEGIO ATENAS;13;131;13110;LA FLORIDA;3;3;2;13
2014;CAS-18542-L5K3S3;1;1;20140611;6;2;20140619;6;2;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);24060505;0;2;PADRE/MADRE/TUTOR;10722301;2120;ESCUELA MUNICIPAL MINERAL EL TENIENTE;6;61;6101;RANCAGUA;1;1;2;6
2014;CAS-18543-G0H1G0;2;1;20140611;6;2;20140611;0;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);18748635;0;1;ESTUDIANTE;7578787;9074;LICEO JOSE TORIBIO MEDINA;13;131;13120;ÑUÑOA;1;1;5;13
2014;CAS-18546-N3D2C6;1;1;20140611;6;2;20140625;6;2;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;24060505;0;2;PADRE/MADRE/TUTOR;10722301;2120;ESCUELA MUNICIPAL MINERAL EL TENIENTE;6;61;6101;RANCAGUA;1;1;2;6
2014;CAS-18548-H2K0X9;2;1;20140611;6;2;20140612;0;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);20290222;0;2;ESTUDIANTE;21418553;25310;COLEGIO SAN NICOLÁS DIÁCONO;13;133;13301;COLINA;4;4;2;13
2014;CAS-18549-J6Y3J6;1;1;20140611;6;2;20140725;4;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);22911181;0;2;PADRE/MADRE/TUTOR;16523760;612;ESCUELA GUILLERMO CERECEDA;4;41;4102;COQUIMBO;2;1;2;4
2014;CAS-18552-H5X9C3;1;1;20140611;6;2;20140613;13;1;CONVIVENCIA;MALTRATO A MIEMBROS ADULTOS DE LA COMUNIDAD EDUCATIVA;MALTRATO DE ESTUDIANTE HACIA PERSONAL DEL ESTABLECIMIENTO (DOCENTES, EDUCADORES, OTRO);21085076;0;2; ;6398995; ;OTRO; ; ; ; ;99;9;1;13
2014;CAS-18553-J2M8G9;1;1;20140611;6;2;20140821;0;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);9955073;0;2;PADRE/MADRE/TUTOR;12482576;9244;FUNDACIÓN EDUCACIONAL COLEGIO NOTRE DAME;13;131;13122;PEÑALOLÉN;4;4;2;13
2014;CAS-18555-H4W0T8;2;1;20140611;6;2;20140612;0;1;GESTIÓN TÉCNICO-ADMINISTRATIVA;REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;IRREGULARIDADES EN EL REGISTRO DE ASISTENCIA DE PÁRVULOS Y/O ESTUDIANTES;6224561;1;1;APODERADO/A;6224561;24982;COLEGIO LOS OLMOS;13;132;13201;PUENTE ALTO;4;4;2;13
2014;CAS-18559-L3Z3P8;2;1;20140611;6;2;20140725;2;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;16108432;1;2;APODERADO/A;16108432;31342;COLEGIO SANTO TOMÁS DE ANTOFAGASTA;2;21;2101;ANTOFAGASTA;3;3;1;2
2014;CAS-18560-K3Z8W1;2;1;20140611;6;2;20140717;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);24484483;0;2;ESTUDIANTE;9300094;9959;COMPLEJO EDUCACIONAL MAIPU;13;131;13119;MAIPÚ;3;3;2;13
2014;CAS-18561-M2V1W8;2;1;20140611;6;2;20140626;5;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;642090;0;2;ESTUDIANTE;1215024;14643;CASABLANCA BILINGUAL SCHOOL;5;51;5102;CASABLANCA;3;3;5;5
2014;CAS-18565-J8D9V1;1;1;20140611;6;2;20140825;10;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);15972231;0;2;APODERADO/A;15972231;22419;ESCUELA PADRE ALBERTO HURTADO;10;101;10101;PUERTO MONTT;2;1;2;10
2014;CAS-18566-G1T1H2;1;1;20140611;6;2;20140703;14;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);5711843;0;2;APODERADO/A;8934271;6830;COLEGIO NUESTRA SENORA DEL CARMEN;14;141;14101;VALDIVIA;3;3;2;14
2014;CAS-18567-J1T3R4;1;1;20140611;6;2;20140819;10;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;6209947;0;2;APODERADO/A;6209947;22236;BLAS PASCAL SCHOOL;10;103;10301;OSORNO;3;3;2;10
2014;CAS-18574-J2M3K5;1;1;20140611;6;2;20140625;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);18187309;0;1; ;16343523;25717;COLEGIO ALCÁNTARA DE LOS ALTOS DE PEÑALOLEN;13;131;13122;PEÑALOLÉN;3;3;2;13
2014;CAS-18575-F7G4M5;2;1;20140611;6;2;20141015;13;3;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;8980143;1;2;DOCENTE;8980143;9995;ESCUELA INSIGNE GABRIELA;13;131;13126;QUINTA NORMAL;1;1;2;13
2014;CAS-18576-P5Q1W5;1;1;20140611;6;2;20140709;0;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);22439607;0;2;PADRE/MADRE/TUTOR;8533725;10458;ESCUELA VILLA INDEPENDENCIA;13;132;13201;PUENTE ALTO;1;1;2;13
2014;CAS-18577-M4K4J2;1;1;20140611;6;2;20140704;4;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;13340537;0;2;APODERADO/A;2480804;715;ESCUELA BASICA BERNARDO O¦HIGGINS RIQUELME;4;43;4301;OVALLE;2;1;2;4
2014;CAS-18578-X7Q7W3;2;1;20140611;6;2;20140616;7;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;5266236;1;2;PADRE/MADRE/TUTOR;5266236;2744;ESCUELA ESPANA;7;73;7301;CURICÓ;2;1;2;7
2014;CAS-18581-Y0S4B9;2;1;20140611;6;2;20140612;14;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;5603085;0;2;APODERADO/A;17474426;22516;INSTITUTO CRISTIANO GRACIA Y PAZ;14;141;14101;VALDIVIA;3;3;2;14
2014;CAS-18584-S1L2M7;2;1;20140611;6;2;20150701;13;3;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;NO RENOVACIÓN O CANCELACIÓN DE MATRÍCULA A PÁRVULO Y/O ESTUDIANTE;11991305;0;2;ESTUDIANTE;23711971;26053;COLEGIO ATENAS;13;131;13110;LA FLORIDA;3;3;2;13
2014;CAS-18587-H8W3C1;2;1;20140612;6;2;20140805;13;1;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES;5385519;1;2;PADRE/MADRE/TUTOR;5385519;25766;ESC. BOSTON COLLEGE SAN MARTIN;13;131;13119;MAIPÚ;3;3;2;13
2014;CAS-18592-J0Y9H5;1;1;20140612;6;2;20140613;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE;21965781;0;1;PADRE/MADRE/TUTOR;6039918;11812;COLEGIO TOMAS MORO;13;131;13130;SAN MIGUEL;3;3;2;13
2014;CAS-18593-N1K5Q6;1;1;20140612;6;2;20140725;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE;21965781;0;1;PADRE/MADRE/TUTOR;6039918;11812;COLEGIO TOMAS MORO;13;131;13130;SAN MIGUEL;3;3;2;13
2014;CAS-18594-T4L4W7;1;1;20140612;6;2;20140625;1;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);18602829;0;2;PADRE/MADRE/TUTOR;7753433;12602;ESC. BASICA Y PARV. KRONOS SCHOOL;1;11;1107;ALTO HOSPICIO;3;3;2;1
2014;CAS-18595-M3N1M4;1;1;20140612;6;2;20140701;9;3;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;INCUMPLIMIENTO DE LOS REQUISITOS DE IDONEIDAD MORAL Y/O PSICOLÓGICA DEL PERSONAL DEL ESTABLECIMIENTO (PERSONAL INHABILITADO PARA TRABAJAR CON MENORES DE EDAD);21736825;0;2;APODERADO/A;24262853;20291;ESCUELA ESPECIAL DE LENGUAJE RENACER;9;91;9101;TEMUCO;3;3;1;9
2014;CAS-18596-Q4X4C1;1;1;20140612;6;2;20141015;13;3;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);22849515;0;2;APODERADO/A;10019822;25198;COLEGIO SANTA MARIA DE MAIPU;13;131;13119;MAIPÚ;3;3;2;13
2014;CAS-18597-G5Z7V4;1;1;20140612;6;2;20140701;9;3;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;INCUMPLIMIENTO DE LOS REQUISITOS DE IDONEIDAD MORAL Y/O PSICOLÓGICA DEL PERSONAL DEL ESTABLECIMIENTO (PERSONAL INHABILITADO PARA TRABAJAR CON MENORES DE EDAD);7580420;0;2;APODERADO/A;17342591;20291;ESCUELA ESPECIAL DE LENGUAJE RENACER;9;91;9101;TEMUCO;3;3;1;9
2014;CAS-18599-M0J6S1;1;1;20140612;6;2;20140627;12;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;SUSPENSIÓN DE CLASES A PÁRVULO Y/O ESTUDIANTE;10543870;0;2;APODERADO/A;21928683;8464;COLEGIO ALEMAN;12;121;12101;PUNTA ARENAS;4;4;5;12
2014;CAS-18600-X5B7K9;1;1;20140612;6;2;20140701;9;3;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;INCUMPLIMIENTO DE LOS REQUISITOS DE IDONEIDAD MORAL Y/O PSICOLÓGICA DEL PERSONAL DEL ESTABLECIMIENTO (PERSONAL INHABILITADO PARA TRABAJAR CON MENORES DE EDAD);6771082;0;2;APODERADO/A;11819736;20291;ESCUELA ESPECIAL DE LENGUAJE RENACER;9;91;9101;TEMUCO;3;3;1;9
2014;CAS-18601-V8Y4T0;1;1;20140612;6;2;20140701;9;3;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;INCUMPLIMIENTO DE LOS REQUISITOS DE IDONEIDAD MORAL Y/O PSICOLÓGICA DEL PERSONAL DEL ESTABLECIMIENTO (PERSONAL INHABILITADO PARA TRABAJAR CON MENORES DE EDAD);7290236;1;2;APODERADO/A;7290236;20291;ESCUELA ESPECIAL DE LENGUAJE RENACER;9;91;9101;TEMUCO;3;3;1;9
2014;CAS-18602-M4C9W5;1;1;20140612;6;2;20140627;8;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO);15273615;0;2;PADRE/MADRE/TUTOR;6022701;5009;COLEGIO PARTICULAR GABRIELA MISTRAL;8;81;8102;CORONEL;3;3;2;8
2014;CAS-18603-X3G5S2;1;1;20140612;6;2;20140701;9;3;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;INCUMPLIMIENTO DE LOS REQUISITOS DE IDONEIDAD MORAL Y/O PSICOLÓGICA DEL PERSONAL DEL ESTABLECIMIENTO (PERSONAL INHABILITADO PARA TRABAJAR CON MENORES DE EDAD);11001829;0;2;APODERADO/A;964378;20291;ESCUELA ESPECIAL DE LENGUAJE RENACER;9;91;9101;TEMUCO;3;3;1;9
2014;CAS-18604-C1S9Q8;1;1;20140612;6;2;20141216;9;3;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL DE ADULTO A PÁRVULOS Y/O ESTUDIANTES;6771082;0;2;APODERADO/A;11819736;20291;ESCUELA ESPECIAL DE LENGUAJE RENACER;9;91;9101;TEMUCO;3;3;1;9
2014;CAS-18605-T8P5G4;1;1;20140612;6;2;20140701;9;3;CONVIVENCIA;SITUACIONES DE CONNOTACIÓN SEXUAL;SITUACIONES DE CONNOTACIÓN SEXUAL DE ADULTO A PÁRVULOS Y/O ESTUDIANTES;21736825;0;2;APODERADO/A;24262853;20291;ESCUELA ESPECIAL DE LENGUAJE RENACER;9;91;9101;TEMUCO;3;3;1;9
