AGNO;DEN_ID;DEN_CANAL;DEN_ESTADO;DEN_FEC_CREACION;DEN_MES_CREACION;DEN_TRIMESTRE_CREACION;DEN_FEC_TERMINO_DENUNCIA;DEN_OFICINA;DEN_DEPARTAMENTO;DEN_AMBITO;DEN_TEMA;DEN_SUBTEMA;FIS_ID;FIS_ID_SEGUIMIENTO;PA_ID;DEN_MRUN;DEN_AFECTADO;DEN_SEXO;DEN_TIPO;AFEC_MRUN;AFEC_SEXO;AFEC_TIPO;RBD;RSIE;EE_NOMBRE;EE_COD_REGION;EE_COD_PROVINCIA;EE_COD_COMUNA;EE_NOM_COMUNA;EE_COD_DEPE;EE_DEPE_AGRUP;AFEC_COD_ENSE2;DEN_REGION;DEN_CIBERBULLYING
2021;CAS-133590-L3P9L5;2;1;20210811;8;3;20211008;6;2;GESTIÓN TÉCNICO-PEDAGÓGICA;REGLAMENTO DE EVALUACIÓN, CALIFICACIÓN Y PROMOCIÓN;IRREGULARIDADES EN EL PROCEDIMIENTO DE EVALUACIÓN Y CALIFICACIÓN DE LOS PÁRVULOS Y/O ESTUDIANTES;210600799; ; ;6292850;1;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);6292850;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);2681; ;LICEO BICENTENARIO EL ROSARIO;6;62;6203;LITUECHE;2;1;5;6; 
2021;CAS-133591-C1C3K1;2;1;20210811;8;3;20210909;9;1;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO; ; ; ;15500647;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);26892675;1;ESTUDIANTE; ;120052;GATO CON BOTAS;9;91;9101;TEMUCO;11;6;1;9; 
2021;CAS-133592-Y0R1P6;2;1;20210811;8;3;20210813;7;1;GESTIÓN TÉCNICO-PEDAGÓGICA;REGLAMENTO DE EVALUACIÓN, CALIFICACIÓN Y PROMOCIÓN;IRREGULARIDADES EN EL PROCEDIMIENTO DE EVALUACIÓN Y CALIFICACIÓN DE LOS PÁRVULOS Y/O ESTUDIANTES; ; ; ;22418344;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);8128967;2;ESTUDIANTE;16634; ;COLEGIO POLITECNICO AQUELARRE;7;73;7308;TENO;3;3;7;7; 
2021;CAS-133594-D4H4N2;2;1;20210812;8;3;20210823;13;1;GESTIÓN TÉCNICO-PEDAGÓGICA;JORNADA EDUCATIVA (HORAS DE CLASES O ACTIVIDADES Y HORAS NO LECTIVAS);INCUMPLIMIENTO DE HORAS DE CLASES O ACTIVIDADES; ; ; ;17490683;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);3443570;2;ESTUDIANTE;25198;106464;COLEGIO SANTA MARIA DE MAIPU;13;131;13119;MAIPÚ;3;3;2;13; 
2021;CAS-133596-N7J0R0;2;1;20210812;8;3;20210825;13;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA; ; ; ;3429158;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);16938902;1;ESTUDIANTE;26094;106963;COLEGIO LAS AMERICAS DE PAINE;13;134;13404;PAINE;3;3;2;13; 
2021;CAS-133597-F1R8M9;1;1;20210812;8;3;20220616;13;3;SEGURIDAD E HIGIENE;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES EN EL CONTEXTO EDUCATIVO;ACCIDENTES DE PÁRVULOS Y/O ESTUDIANTES OCURRIDOS AL INTERIOR DEL ESTABLECIMIENTO EDUCACIONAL CON OCASIÓN DE SUS ESTUDIOS COMO CONSECUENCIA DE FALTA DE SUPERVISIÓN, O ACOMPAÑAMIENTO DE PERSONAL RESPONSABLE;221300200; ;221300200;6647500;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);26420740;2;ESTUDIANTE; ;108576;EL CALVARITO;13;131;13110;LA FLORIDA;10;6;1;13; 
2021;CAS-133598-D6N9S8;2;1;20210812;8;3;20210831;7;1;CONVIVENCIA;DERECHOS Y GARANTÍAS CONSTITUCIONALES;VULNERACIÓN DE LAS GARANTÍAS CONSTITUCIONALES DE LIBERTAD DE ENSEÑANZA, LIBERTAD DE EXPRESIÓN Y DE CONCIENCIA; ; ; ;6478336;1;1;DOCENTE;6478336;1;DOCENTE;2934; ;LICEO TECNICO AMELIA COURBIS;7;71;7101;TALCA;2;1;0;7; 
2021;CAS-133599-R2X9V6;1;1;20210812;8;3;20210830;8;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA; ; ; ;2802983;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);14909405;2;ESTUDIANTE;4581;101773;ESCUELA OSCAR CASTRO ZUNIGA;8;81;8101;CONCEPCIÓN;6;2;2;8; 
2021;CAS-133600-T4J9K7;1;1;20210812;8;3;20210908;2;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;15093573;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);16429128;2;ESTUDIANTE;12837;104207;COLEGIO PARTICULAR BET- EL;2;21;2101;ANTOFAGASTA;3;3;2;2; 
2021;CAS-133602-C7C0Z8;1;1;20210812;8;3;20210923;1;2;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES POR PARTE DEL ESTABLECIMIENTO EN LA APLICACIÓN DEL PRINCIPIO DE FLEXIBILIDAD (VOLUNTARIEDAD) EN LA ASISTENCIA PRESENCIAL DE PÁRVULOS Y/O ESTUDIANTES AL ESTABLECIMIENTO;210100248; ; ;12259905;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);230590;1;ESTUDIANTE;12591; ;LICEO SAMCA ARUMANTI;1;11;1101;IQUIQUE;3;3;2;1; 
2021;CAS-133603-G4T4L7;2;1;20210812;8;3;20210827;13;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA; ; ; ;17919315;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);15909110;2;ESTUDIANTE;12225;104046;CENTRO EDUCACIONAL SAN ESTEBAN MARTIR;13;131;13115;LO BARNECHEA;3;3;2;13; 
2021;CAS-133605-B9F9K6;2;1;20210812;8;3;20210831;13;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES POR PARTE DEL ESTABLECIMIENTO EN LA APLICACIÓN DEL PRINCIPIO DE FLEXIBILIDAD (VOLUNTARIEDAD) EN LA ASISTENCIA PRESENCIAL DE PÁRVULOS Y/O ESTUDIANTES AL ESTABLECIMIENTO; ; ; ;15774103;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);4730203;1;ESTUDIANTE;25484;106632;ESC PART. SIGLO XXI DE LAMPA;13;133;13302;LAMPA;3;3;2;13; 
2021;CAS-133610-R9L8K8;2;1;20210812;8;3;20210827;9;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA; ; ; ;19483819;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);21568449;1;ESTUDIANTE;5720;102185;COLEGIO ÑIELOL CHE KIMUN;9;91;9112;PADRE LAS CASAS;3;3;2;9; 
2021;CAS-133611-X2D0D4;2;1;20210812;8;3;20210901;5;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA; ; ; ;19107220;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);15611628;1;ESTUDIANTE;2069; ;ESCUELA LO ZARATE;5;56;5603;CARTAGENA;2;1;2;5; 
2021;CAS-133612-F6N3X2;2;1;20210812;8;3;20210907;13;2;GESTIÓN DE RECURSOS FINANCIEROS;OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;INCUMPLIMIENTO DE OBLIGACIONES PREVISIONALES Y/O PAGO DE REMUNERACIONES DE PERSONAL DEL ESTABLECIMIENTO;211302431; ; ;15171614;1;2;DOCENTE;15171614;2;DOCENTE;25185;106454;COLEGIO PARTICULAR OZANAM;13;131;13101;SANTIAGO;3;3;0;13; 
2021;CAS-133613-G2R9B9;2;1;20210812;8;3;20210813;13;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES POR PARTE DEL ESTABLECIMIENTO EN LA APLICACIÓN DEL PRINCIPIO DE FLEXIBILIDAD (VOLUNTARIEDAD) EN LA ASISTENCIA PRESENCIAL DE PÁRVULOS Y/O ESTUDIANTES AL ESTABLECIMIENTO; ; ; ;6827670;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);23304442;1;ESTUDIANTE;9430;103117;CENTRO EDUC. PROVINCIA DE ÑUBLE;13;131;13129;SAN JOAQUÍN;6;2;2;13; 
2021;CAS-133617-T3Q8X5;2;1;20210812;8;3;20210902;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO ENTRE ESTUDIANTES (EXCLUYE AL NIVEL PARVULARIO); ; ; ;3873874;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);20385556;1;ESTUDIANTE;31271;107437;COLEGIO HIGHLANDS MONTESSORI SCHOOL OF SANTIAGO;13;131;13122;PEÑALOLÉN;4;4;5;13;0
2021;CAS-133618-J6Q3Y7;2;1;20210812;8;3;20210910;9;1;GESTIÓN TÉCNICO-ADMINISTRATIVA;PERSONAL DEL ESTABLECIMIENTO EDUCATIVO;FALTA O AUSENCIA DEL PERSONAL DEL ESTABLECIMIENTO; ; ; ;1123216;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);26704570;2;ESTUDIANTE; ;120052;GATO CON BOTAS;9;91;9101;TEMUCO;11;6;1;9; 
2021;CAS-133620-T4C7M0;2;1;20210813;8;3;20210827;4;1;GESTIÓN TÉCNICO-PEDAGÓGICA;REGLAMENTO DE EVALUACIÓN, CALIFICACIÓN Y PROMOCIÓN;IRREGULARIDADES EN EL PROCEDIMIENTO DE PROMOCIÓN DE LOS ESTUDIANTES Y/O TRANSICIÓN EDUCATIVA DE LOS PÁRVULOS; ; ; ;4096869;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);19257920;2;ESTUDIANTE;583;100238;COLEGIO SAGRADOS CORAZONES;4;41;4101;LA SERENA;3;3;5;4; 
2021;CAS-133621-Q8B3S9;2;1;20210813;8;3;20210830;9;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;PROBLEMAS EN LA APERTURA DE ESTABLECIMIENTOS EDUCACIONALES Y ENTREGA PRESENCIAL DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES DURANTE LA EMERGENCIA SANITARIA; ; ; ;6973209;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);12924539;1;ESTUDIANTE;6071;102269;ESCUELA PARTICULAR NTRA.SRA.DE FATIMA;9;91;9115;PUCÓN;3;3;2;9; 
2021;CAS-133627-C3D3S7;2;1;20210813;8;3;20210819;5;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR NECESIDADES EDUCATIVAS ESPECIALES PERMANENTES Y/O TRANSITORIAS (TDA, DISCAPACIDAD FÍSICA Y/O INTELECTUAL, U OTRAS); ; ; ;16113080;0;2;DIRECTOR(A);26814626;1;ESTUDIANTE;14880;104756;ESC. ESP. DE LENG. Y JARDIN INF. LOS ROBLES DE QUILLOTA;5;55;5501;QUILLOTA;3;3;4;5; 
2021;CAS-133628-N1W0R0;2;1;20210813;8;3;20210819;13;1;GESTIÓN DE RECURSOS FINANCIEROS;USO DE LA SUBVENCIÓN O APORTES DEL ESTADO;IRREGULARIDADES EN EL USO DE OTROS TIPOS DE SUBVENCIÓN O APORTES DEL ESTADO (SUBVENCIÓN GENERAL, APORTES DEL ESTADO A ESTABLECIMIENTOS DE EDUCACIÓN PARVULARIA U OTROS); ; ; ;10558462;1;1;DOCENTE;10558462;1;DOCENTE;9581; ;LICEO TECNICO A-100 DE SAN MIGUEL;13;131;13130;SAN MIGUEL;5;5;7;13; 
2021;CAS-133632-K3F6F1;1;1;20210813;8;3;20210826;10;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA; ; ; ;1570511;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);21792058;1;ESTUDIANTE;22419;106048;ESCUELA PADRE ALBERTO HURTADO;10;101;10101;PUERTO MONTT;2;1;2;10; 
2021;CAS-133646-F1F8Z8;2;1;20210813;8;3;20210826;10;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES POR PARTE DEL ESTABLECIMIENTO EN LA APLICACIÓN DEL PRINCIPIO DE FLEXIBILIDAD (VOLUNTARIEDAD) EN LA ASISTENCIA PRESENCIAL DE PÁRVULOS Y/O ESTUDIANTES AL ESTABLECIMIENTO; ; ; ;1473741;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);11859434;2;ESTUDIANTE;22308;122240;ESCUELA PARA AUTISTAS `CAMINO DE ESPERANZA`;10;101;10101;PUERTO MONTT;3;3;4;10; 
2021;CAS-133648-W1J0B7;2;1;20210813;8;3;20210924;2;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;PROBLEMAS EN LA APERTURA DE ESTABLECIMIENTOS EDUCACIONALES Y ENTREGA PRESENCIAL DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES DURANTE LA EMERGENCIA SANITARIA; ; ; ;21497333;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);25526242;2;ESTUDIANTE;12853;122682;COLEGIO PARTICULAR SAN NICOLAS;2;22;2201;CALAMA;3;3;1;2; 
2021;CAS-133650-Q1R7J8;1;1;20210813;8;3;20211105;10;3;INFRAESTRUCTURA;LOCAL O INFRAESTRUCTURA DEL ESTABLECIMIENTO EDUCACIONAL;FALTA O DEFICIENCIAS EN LA INFRAESTRUCTURA DEL ESTABLECIMIENTO;211000891; ;211000891;15689341;1;2;DOCENTE;15689341;2;DOCENTE;7874;102667;ESCUELA RURAL CAÑITAS;10;101;10106;LOS MUERMOS;6;2;0;10; 
2021;CAS-133654-B9J3K5;2;1;20210813;8;3;20210901;13;1;CONVIVENCIA;MEDIDAS DISCIPLINARIAS;EXPULSIÓN DE PÁRVULO Y/O ESTUDIANTE; ; ; ;785767;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);26910639;2;ESTUDIANTE; ; ;OTRO;13;131;13113;LA REINA;99;9;1;13; 
2021;CAS-133655-C5B6X4;2;1;20210814;8;3;20210820;5;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;PROBLEMAS EN LA APERTURA DE ESTABLECIMIENTOS EDUCACIONALES Y ENTREGA PRESENCIAL DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES DURANTE LA EMERGENCIA SANITARIA; ; ; ;22478190;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);25950359;1;ESTUDIANTE;1594;100635;COLEGIO SAN DAMIAN DE MOLOKAI;5;51;5101;VALPARAÍSO;3;3;1;5; 
2021;CAS-133656-D6D9R3;2;1;20210814;8;3;20211111;9;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA APLICACIÓN DE LOS PROTOCOLOS DURANTE LA EMERGENCIA SANITARIA (PROTOCOLO DE LIMPIEZA Y DESINFECCIÓN, DE MEDIDAS SANITARIAS Y DE ACTUACIÓN FRENTE CASOS DE SOSPECHA O CONFIRMACIÓN DE CONTAGIO DE COVID-19);210901001; ;210901001;4615223;1;1;DOCENTE;4615223;1;DOCENTE;6374; ;ESCUELA BASICA RURAL FLOR DEL VALLE;9;91;9118;TOLTÉN;6;2;2;9; 
2021;CAS-133657-L6J1Y4;2;1;20210814;8;3;20211111;9;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA APLICACIÓN DE LOS PROTOCOLOS DURANTE LA EMERGENCIA SANITARIA (PROTOCOLO DE LIMPIEZA Y DESINFECCIÓN, DE MEDIDAS SANITARIAS Y DE ACTUACIÓN FRENTE CASOS DE SOSPECHA O CONFIRMACIÓN DE CONTAGIO DE COVID-19);210901002; ;210901002;4615223;1;1;DOCENTE;4615223;1;DOCENTE;6354; ;ESCUELA LA CASCADA;9;91;9118;TOLTÉN;6;2;0;9; 
2021;CAS-133662-X6Q2J4;2;1;20210815;8;3;20210827;4;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES POR PARTE DEL ESTABLECIMIENTO EN LA APLICACIÓN DEL PRINCIPIO DE FLEXIBILIDAD (VOLUNTARIEDAD) EN LA ASISTENCIA PRESENCIAL DE PÁRVULOS Y/O ESTUDIANTES AL ESTABLECIMIENTO; ; ; ;4132932;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);10389302;2;ESTUDIANTE;763;100312;COLEGIO SAN JUAN BAUTISTA;4;43;4301;OVALLE;3;3;2;4; 
2021;CAS-133663-R2R6F5;2;1;20210815;8;3;20210826;9;1;CONVIVENCIA;DISCRIMINACIÓN;DISCRIMINACIÓN POR PROBLEMAS DE SALUD; ; ; ;6034267;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);25725552;2;ESTUDIANTE;6546;122722;ESCUELA PARTICULAR BAJO PELLAHUEN;9;91;9102;CARAHUE;3;3;1;9; 
2021;CAS-133664-Z3B7H3;2;1;20210815;8;3;20210826;13;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;PROBLEMAS EN LA APERTURA DE ESTABLECIMIENTOS EDUCACIONALES Y ENTREGA PRESENCIAL DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES DURANTE LA EMERGENCIA SANITARIA; ; ; ;19794694;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);24819677;1;ESTUDIANTE;25550;106666;ESC. BASICA PART. BOSTON COLLEGE LA FARFANA;13;131;13119;MAIPÚ;3;3;2;13; 
2021;CAS-133665-F6L6Q1;2;1;20210816;8;3;20210908;4;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;PROBLEMAS EN LA APERTURA DE ESTABLECIMIENTOS EDUCACIONALES Y ENTREGA PRESENCIAL DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES DURANTE LA EMERGENCIA SANITARIA; ; ; ;22041327;0;1;APODERADO(A) / PADRE O MADRE / TUTOR(A);18921932;1;ESTUDIANTE;13324;104336;COLEGIO SANTA MARIA DE BELEN N_ 162;4;41;4102;COQUIMBO;3;3;5;4; 
2021;CAS-133667-D1Y4B5;2;1;20210816;8;3;20210818;13;1;CONVIVENCIA;MALTRATO A PÁRVULOS Y/O ESTUDIANTES;MALTRATO DE ADULTO A PÁRVULO Y/O ESTUDIANTE; ; ; ;16539462;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);20103331;2;ESTUDIANTE;9267;103055;LICEO EXPERIMENTAL MANUEL DE SALAS;13;131;13120;ÑUÑOA;4;4;2;13; 
2021;CAS-133668-T6J6C0;1;1;20210816;8;3;20210825;13;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA; ; ; ;3429158;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);13086107;1;ESTUDIANTE;26094;106963;COLEGIO LAS AMERICAS DE PAINE;13;134;13404;PAINE;3;3;2;13; 
2021;CAS-133669-D7B5T8;1;1;20210816;8;3;20211018;3;3;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;PROBLEMAS EN LA APERTURA DE ESTABLECIMIENTOS EDUCACIONALES Y ENTREGA PRESENCIAL DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES DURANTE LA EMERGENCIA SANITARIA;210300247; ;210300247;25846131;1;0;DIRECTOR(A)/ENCARGADO(A) REGIONAL SIE;25846131;0;DIRECTOR(A)/ENCARGADO(A) REGIONAL SIE;493;100201;ESCUELA EDUCADOR ARTURO ALVEAR RAMOS;3;33;3302;ALTO DEL CARMEN;6;2;0;3; 
2021;CAS-133670-W8Z5P8;1;1;20210816;8;3;20210825;13;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA; ; ; ;3429158;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);8400092;1;ESTUDIANTE;26094;106963;COLEGIO LAS AMERICAS DE PAINE;13;134;13404;PAINE;3;3;2;13; 
2021;CAS-133671-Z9B4S4;1;1;20210816;8;3;20210825;13;1;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA; ; ; ;3429158;0;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);5231656;1;ESTUDIANTE;26094;106963;COLEGIO LAS AMERICAS DE PAINE;13;134;13404;PAINE;3;3;5;13; 
2021;CAS-133672-B0G4P1;2;1;20210816;8;3;20211111;6;2;ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019;RESPECTO DE LAS MEDIDAS PARA ATENDER PÁRVULOS Y ESTUDIANTES, PRESENCIAL O A DISTANCIA, EN EMERGENCIA SANITARIA;IRREGULARIDADES EN LA ENTREGA DEL SERVICIO EDUCATIVO A PÁRVULOS Y/O ESTUDIANTES MEDIANTE MODALIDAD REMOTA DURANTE LA EMERGENCIA SANITARIA;210601027; ; ;9719148;1;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);9719148;2;APODERADO(A) / PADRE O MADRE / TUTOR(A);2288;100948;ESCUELA CARLOS CONDELL DE LA HAZA;6;61;6115;RENGO;2;1;2;6; 
